study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	library_name	fastq_ftp	submitted_ftp	sra_ftp
PRJNA400072	SAMN08049754	SRX3558678	SRR6468666	408170	human gut metagenome	G48839	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468666/SRR6468666.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468666/SRR6468666_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468666/SRR6468666_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/006/SRR6468666
PRJNA400072	SAMN08049755	SRX3558677	SRR6468667	408170	human gut metagenome	G72698	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468667/SRR6468667.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468667/SRR6468667_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468667/SRR6468667_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/007/SRR6468667
PRJNA400072	SAMN08049756	SRX3558676	SRR6468668	408170	human gut metagenome	G48832	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468668/SRR6468668.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468668/SRR6468668_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468668/SRR6468668_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/008/SRR6468668
PRJNA400072	SAMN08049800	SRX3558675	SRR6468669	408170	human gut metagenome	G85180	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468669/SRR6468669.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468669/SRR6468669_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468669/SRR6468669_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/009/SRR6468669
PRJNA400072	SAMN08049801	SRX3558674	SRR6468670	408170	human gut metagenome	G85387	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468670/SRR6468670.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468670/SRR6468670_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468670/SRR6468670_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/000/SRR6468670
PRJNA400072	SAMN08049651	SRX3558893	SRR6468671	408170	human gut metagenome	G36348	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468671/SRR6468671.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468671/SRR6468671_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468671/SRR6468671_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/001/SRR6468671
PRJNA400072	SAMN08049667	SRX3558892	SRR6468672	408170	human gut metagenome	G36347	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468672/SRR6468672.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468672/SRR6468672_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468672/SRR6468672_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/002/SRR6468672
PRJNA400072	SAMN08049666	SRX3558891	SRR6468673	408170	human gut metagenome	G72732	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468673/SRR6468673.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468673/SRR6468673_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468673/SRR6468673_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/003/SRR6468673
PRJNA400072	SAMN08049647	SRX3558890	SRR6468674	408170	human gut metagenome	G72722	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468674/SRR6468674.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468674/SRR6468674_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468674/SRR6468674_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/004/SRR6468674
PRJNA400072	SAMN08049662	SRX3558889	SRR6468675	408170	human gut metagenome	G36382	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468675/SRR6468675.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468675/SRR6468675_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468675/SRR6468675_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/005/SRR6468675
PRJNA400072	SAMN08049665	SRX3558888	SRR6468676	408170	human gut metagenome	G36350	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468676/SRR6468676.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468676/SRR6468676_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468676/SRR6468676_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/006/SRR6468676
PRJNA400072	SAMN08049664	SRX3558887	SRR6468677	408170	human gut metagenome	G36374	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468677/SRR6468677.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468677/SRR6468677_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468677/SRR6468677_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/007/SRR6468677
PRJNA400072	SAMN08049659	SRX3558886	SRR6468678	408170	human gut metagenome	G72735	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468678/SRR6468678.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468678/SRR6468678_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468678/SRR6468678_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/008/SRR6468678
PRJNA400072	SAMN08049658	SRX3558885	SRR6468679	408170	human gut metagenome	G72729	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468679/SRR6468679.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468679/SRR6468679_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468679/SRR6468679_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/009/SRR6468679
PRJNA400072	SAMN08049646	SRX3558884	SRR6468680	408170	human gut metagenome	G72721	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468680/SRR6468680.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468680/SRR6468680_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468680/SRR6468680_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/000/SRR6468680
PRJNA400072	SAMN08049660	SRX3558883	SRR6468681	408170	human gut metagenome	G72730	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468681/SRR6468681.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468681/SRR6468681_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468681/SRR6468681_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/001/SRR6468681
PRJNA400072	SAMN08049746	SRX3558882	SRR6468682	408170	human gut metagenome	G48817	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468682/SRR6468682.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468682/SRR6468682_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468682/SRR6468682_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/002/SRR6468682
PRJNA400072	SAMN08049745	SRX3558881	SRR6468683	408170	human gut metagenome	G48810	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468683/SRR6468683.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468683/SRR6468683_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468683/SRR6468683_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/003/SRR6468683
PRJNA400072	SAMN08049744	SRX3558880	SRR6468684	408170	human gut metagenome	G72697	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468684/SRR6468684.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468684/SRR6468684_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468684/SRR6468684_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/004/SRR6468684
PRJNA400072	SAMN08049743	SRX3558879	SRR6468685	408170	human gut metagenome	G48807	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468685/SRR6468685.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468685/SRR6468685_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468685/SRR6468685_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/005/SRR6468685
PRJNA400072	SAMN08049742	SRX3558878	SRR6468686	408170	human gut metagenome	G72716	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468686/SRR6468686.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468686/SRR6468686_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468686/SRR6468686_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/006/SRR6468686
PRJNA400072	SAMN08049741	SRX3558877	SRR6468687	408170	human gut metagenome	G48808	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468687/SRR6468687.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468687/SRR6468687_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468687/SRR6468687_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/007/SRR6468687
PRJNA400072	SAMN08049740	SRX3558876	SRR6468688	408170	human gut metagenome	G48802	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468688/SRR6468688_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468688/SRR6468688_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/008/SRR6468688
PRJNA400072	SAMN08049739	SRX3558875	SRR6468689	408170	human gut metagenome	G48826	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468689/SRR6468689.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468689/SRR6468689_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468689/SRR6468689_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/009/SRR6468689
PRJNA400072	SAMN08049748	SRX3558874	SRR6468690	408170	human gut metagenome	G48814	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468690/SRR6468690.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468690/SRR6468690_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468690/SRR6468690_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/000/SRR6468690
PRJNA400072	SAMN08049747	SRX3558873	SRR6468691	408170	human gut metagenome	G48812	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468691/SRR6468691.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468691/SRR6468691_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468691/SRR6468691_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/001/SRR6468691
PRJNA400072	SAMN08049676	SRX3558872	SRR6468692	408170	human gut metagenome	G36384	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468692/SRR6468692.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468692/SRR6468692_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468692/SRR6468692_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/002/SRR6468692
PRJNA400072	SAMN08049677	SRX3558871	SRR6468693	408170	human gut metagenome	G48781	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468693/SRR6468693.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468693/SRR6468693_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468693/SRR6468693_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/003/SRR6468693
PRJNA400072	SAMN08049674	SRX3558870	SRR6468694	408170	human gut metagenome	G36389	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468694/SRR6468694.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468694/SRR6468694_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468694/SRR6468694_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/004/SRR6468694
PRJNA400072	SAMN08049675	SRX3558869	SRR6468695	408170	human gut metagenome	G48787	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468695/SRR6468695.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468695/SRR6468695_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468695/SRR6468695_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/005/SRR6468695
PRJNA400072	SAMN08049672	SRX3558868	SRR6468696	408170	human gut metagenome	G72679	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468696/SRR6468696.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468696/SRR6468696_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468696/SRR6468696_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/006/SRR6468696
PRJNA400072	SAMN08049673	SRX3558867	SRR6468697	408170	human gut metagenome	G72680	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468697/SRR6468697.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468697/SRR6468697_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468697/SRR6468697_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/007/SRR6468697
PRJNA400072	SAMN08049670	SRX3558866	SRR6468698	408170	human gut metagenome	G72677	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468698/SRR6468698.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468698/SRR6468698_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468698/SRR6468698_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/008/SRR6468698
PRJNA400072	SAMN08049671	SRX3558865	SRR6468699	408170	human gut metagenome	G72678	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468699/SRR6468699.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468699/SRR6468699_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468699/SRR6468699_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/009/SRR6468699
PRJNA400072	SAMN08049668	SRX3558864	SRR6468700	408170	human gut metagenome	G36383	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468700/SRR6468700.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468700/SRR6468700_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468700/SRR6468700_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/000/SRR6468700
PRJNA400072	SAMN08049669	SRX3558863	SRR6468701	408170	human gut metagenome	G36370	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468701/SRR6468701.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468701/SRR6468701_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468701/SRR6468701_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/001/SRR6468701
PRJNA400072	SAMN08049772	SRX3558862	SRR6468702	408170	human gut metagenome	G72710	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468702/SRR6468702.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468702/SRR6468702_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468702/SRR6468702_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/002/SRR6468702
PRJNA400072	SAMN08049773	SRX3558861	SRR6468703	408170	human gut metagenome	G72711	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468703/SRR6468703.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468703/SRR6468703_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468703/SRR6468703_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/003/SRR6468703
PRJNA400072	SAMN08049770	SRX3558860	SRR6468704	408170	human gut metagenome	G72708	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468704/SRR6468704.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468704/SRR6468704_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468704/SRR6468704_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/004/SRR6468704
PRJNA400072	SAMN08049771	SRX3558859	SRR6468705	408170	human gut metagenome	G72709	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468705/SRR6468705.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468705/SRR6468705_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468705/SRR6468705_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/005/SRR6468705
PRJNA400072	SAMN08049776	SRX3558858	SRR6468706	408170	human gut metagenome	G72737	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468706/SRR6468706.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468706/SRR6468706_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468706/SRR6468706_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/006/SRR6468706
PRJNA400072	SAMN08049777	SRX3558857	SRR6468707	408170	human gut metagenome	G85420	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468707/SRR6468707.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468707/SRR6468707_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468707/SRR6468707_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/007/SRR6468707
PRJNA400072	SAMN08049774	SRX3558856	SRR6468708	408170	human gut metagenome	G72712	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468708/SRR6468708.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468708/SRR6468708_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468708/SRR6468708_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/008/SRR6468708
PRJNA400072	SAMN08049775	SRX3558855	SRR6468709	408170	human gut metagenome	G72736	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468709/SRR6468709.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468709/SRR6468709_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468709/SRR6468709_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/009/SRR6468709
PRJNA400072	SAMN08049778	SRX3558854	SRR6468710	408170	human gut metagenome	G85171	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468710/SRR6468710.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468710/SRR6468710_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468710/SRR6468710_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/000/SRR6468710
PRJNA400072	SAMN08049779	SRX3558853	SRR6468711	408170	human gut metagenome	G85128	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468711/SRR6468711.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468711/SRR6468711_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468711/SRR6468711_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/001/SRR6468711
PRJNA400072	SAMN08049798	SRX3558852	SRR6468712	408170	human gut metagenome	G85408	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468712/SRR6468712.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468712/SRR6468712_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468712/SRR6468712_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/002/SRR6468712
PRJNA400072	SAMN08049799	SRX3558851	SRR6468713	408170	human gut metagenome	G85226	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468713/SRR6468713.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468713/SRR6468713_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468713/SRR6468713_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/003/SRR6468713
PRJNA400072	SAMN08049794	SRX3558850	SRR6468714	408170	human gut metagenome	G85361	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468714/SRR6468714.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468714/SRR6468714_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468714/SRR6468714_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/004/SRR6468714
PRJNA400072	SAMN08049795	SRX3558849	SRR6468715	408170	human gut metagenome	G85165	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468715/SRR6468715.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468715/SRR6468715_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468715/SRR6468715_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/005/SRR6468715
PRJNA400072	SAMN08049796	SRX3558848	SRR6468716	408170	human gut metagenome	G85245	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468716/SRR6468716.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468716/SRR6468716_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468716/SRR6468716_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/006/SRR6468716
PRJNA400072	SAMN08049797	SRX3558847	SRR6468717	408170	human gut metagenome	G85291	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468717/SRR6468717_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468717/SRR6468717_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/007/SRR6468717
PRJNA400072	SAMN08049790	SRX3558846	SRR6468718	408170	human gut metagenome	G85129	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468718/SRR6468718.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468718/SRR6468718_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468718/SRR6468718_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/008/SRR6468718
